Time,CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W]
00:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.148148E+04,1.158176E+00,1.017397E+04,5.763569E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.971563E+00,1.738165E+04,9.927451E+03,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.499792E+01,1.317488E+05,7.463589E+04,1.482474E+00,4.573308E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.485385E+00,1.304832E+04,7.391895E+03,3.265562E-01,1.899947E+04,5.795575E+00,6.796340E+04,6.381572E+04,3.265562E-01,6.056860E+03,2.546795E+01,3.616110E+05,3.650014E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.798018E+02,5.358382E-01,7.563133E+03,7.601544E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.798018E+03,5.065664E+00,7.145455E+04,7.178465E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.798018E+02,5.036864E-01,7.104360E+03,7.136839E+03
00:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.173985E+04,1.158176E+00,9.915605E+03,5.501647E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.052863E+00,1.808006E+04,1.066398E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.531937E+01,1.311552E+05,7.277111E+04,1.542685E+00,4.759053E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.488473E+00,1.274341E+04,7.070646E+03,3.265562E-01,1.899947E+04,5.795317E+00,6.795972E+04,6.381199E+04,3.265562E-01,6.129707E+03,2.546990E+01,3.615660E+05,3.649556E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.831671E+02,5.382439E-01,7.594095E+03,7.632894E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.831671E+03,5.086315E+00,7.171557E+04,7.204892E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.831671E+02,5.055747E-01,7.127940E+03,7.160711E+03
00:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.199821E+04,1.158176E+00,9.657241E+03,5.239728E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.095776E+00,1.824232E+04,1.083208E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.578777E+01,1.316435E+05,7.142577E+04,1.586975E+00,4.895683E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.489302E+00,1.241827E+04,6.737777E+03,3.265562E-01,1.899947E+04,5.794987E+00,6.795501E+04,6.380722E+04,3.265562E-01,6.202555E+03,2.547165E+01,3.615181E+05,3.649068E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.865323E+02,5.401432E-01,7.617831E+03,7.656925E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.865323E+03,5.103764E+00,7.193090E+04,7.226692E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.865323E+02,5.071926E-01,7.147660E+03,7.180675E+03
01:00:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.225658E+04,1.158176E+00,9.398877E+03,4.977809E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.130046E+00,1.828386E+04,1.087023E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.620958E+01,1.315446E+05,6.966830E+04,1.623800E+00,5.009285E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.519331E+00,1.232973E+04,6.530043E+03,3.265562E-01,1.899947E+04,5.794606E+00,6.794958E+04,6.380172E+04,3.265562E-01,6.275403E+03,2.547325E+01,3.614680E+05,3.648557E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.898976E+02,5.416203E-01,7.635543E+03,7.674853E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.898976E+03,5.118278E+00,7.210434E+04,7.244248E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.898976E+02,5.085552E-01,7.163738E+03,7.196948E+03
01:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.242882E+04,1.158176E+00,9.226634E+03,4.803204E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.158942E+00,1.839605E+04,1.097678E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.659634E+01,1.322151E+05,6.882856E+04,1.655497E+00,5.107070E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.553814E+00,1.237849E+04,6.443999E+03,3.265562E-01,1.899947E+04,5.794187E+00,6.794360E+04,6.379566E+04,3.265562E-01,6.323968E+03,2.547474E+01,3.614407E+05,3.648279E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.921411E+02,5.427630E-01,7.649604E+03,7.689089E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.921411E+03,5.130300E+00,7.225344E+04,7.259343E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.921411E+02,5.096963E-01,7.177776E+03,7.211159E+03
01:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.260106E+04,1.158176E+00,9.054391E+03,4.628581E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.183949E+00,1.845393E+04,1.102714E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.695228E+01,1.325296E+05,6.774876E+04,1.683682E+00,5.194018E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.585502E+00,1.239514E+04,6.336363E+03,3.265562E-01,1.899947E+04,5.793738E+00,6.793719E+04,6.378917E+04,3.265562E-01,6.372533E+03,2.547616E+01,3.614124E+05,3.647991E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.943846E+02,5.436464E-01,7.659966E+03,7.699576E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.943846E+03,5.140260E+00,7.237314E+04,7.271459E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.943846E+02,5.106503E-01,7.189145E+03,7.222668E+03
01:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.277331E+04,1.158176E+00,8.882148E+03,4.453977E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.212315E+00,1.855872E+04,1.112521E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.733176E+01,1.329186E+05,6.665240E+04,1.709571E+00,5.273881E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.618125E+00,1.240953E+04,6.222793E+03,3.265562E-01,1.899947E+04,5.792852E+00,6.792454E+04,6.377636E+04,3.265562E-01,6.421098E+03,2.547763E+01,3.613849E+05,3.647710E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.966281E+02,5.443645E-01,7.667969E+03,7.707674E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.966281E+03,5.148870E+00,7.247355E+04,7.281622E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.966281E+02,5.114491E-01,7.198299E+03,7.231932E+03
02:00:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.294555E+04,1.158176E+00,8.709905E+03,4.279374E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.238618E+00,1.863469E+04,1.119395E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.768829E+01,1.330224E+05,6.535690E+04,1.734177E+00,5.349791E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.648480E+00,1.239716E+04,6.091008E+03,3.265562E-01,1.899947E+04,5.791954E+00,6.791173E+04,6.376338E+04,3.265562E-01,6.469663E+03,2.547908E+01,3.613570E+05,3.647426E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.988716E+02,5.449328E-01,7.673835E+03,7.713609E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,2.988716E+03,5.156129E+00,7.255469E+04,7.289833E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,2.988716E+02,5.121201E-01,7.205630E+03,7.239350E+03
02:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.307473E+04,1.158176E+00,8.580723E+03,4.148409E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.263506E+00,1.876376E+04,1.131670E+04,1.469647E+01,4.533737E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.802495E+01,1.335436E+05,6.456258E+04,1.758408E+00,5.424540E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.676841E+00,1.242342E+04,6.006184E+03,3.265562E-01,1.899947E+04,5.791051E+00,6.789884E+04,6.375033E+04,3.265562E-01,6.506087E+03,2.548050E+01,3.613409E+05,3.647261E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.005543E+02,5.453889E-01,7.678661E+03,7.718491E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.005543E+03,5.162307E+00,7.262602E+04,7.297052E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.005543E+02,5.126869E-01,7.212035E+03,7.245831E+03
02:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.320391E+04,1.158176E+00,8.451541E+03,4.017461E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.287326E+00,1.887792E+04,1.142474E+04,1.471482E+01,4.539398E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.834370E+01,1.338592E+05,6.363031E+04,1.781928E+00,5.497097E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.703389E+00,1.243011E+04,5.908684E+03,3.265562E-01,1.899947E+04,5.790144E+00,6.788590E+04,6.373722E+04,3.265562E-01,6.542511E+03,2.548191E+01,3.613245E+05,3.647094E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.022369E+02,5.457608E-01,7.682284E+03,7.722155E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.022369E+03,5.167614E+00,7.268492E+04,7.303012E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.022369E+02,5.131680E-01,7.217218E+03,7.251075E+03
